['Абазовка', 'Полтавская']
['Козиевка', 'Харьковская']
['Козин', 'Киевская']
['Козин', 'Ровенская']
['Козлов', 'Тернопольская']
['Козова', 'Тернопольская']
['Коленковцы', 'Черновицкая']
['Колки', 'Волынская']
['Колодное', 'Закарпатская']
['Коломак', 'Харьковская']
['Коломацкое (Куликово)', 'Полтавская']
['Коломыя', 'Ивано-Франковская']
['Колочава', 'Закарпатская']
['Колонтаев', 'Харьковская']
['Кольчино', 'Закарпатская']
['Колындяны', 'Тернопольская']
['Комар', 'Донецкая']
['Комарно', 'Львовская']
['Компанеевка', 'Кировоградская']
['Конопковка', 'Тернопольская']
['Конотоп', 'Сумская']
['Конские Раздоры', 'Запорожская']
['Константиновка', 'Донецкая']
['Константиновка', 'Запорожская']
['Константиновка', 'Херсонская']
['Конюхи', 'Тернопольская']
['Копашново', 'Закарпатская']
['Копычинцы', 'Тернопольская']
['Корделевка', 'Винницкая']
['Корец', 'Ровенская']
['Корнин', 'Житомирская']
['Коробочкино', 'Харьковская']
['Коробчино', 'Кировоградская']
['Королево', 'Закарпатская']
['Короп', 'Черниговская']
['Коропец', 'Тернопольская']
['Корост', 'Ровенская']
['Коростень', 'Житомирская']
['Коростышев', 'Житомирская']
['Коротыч', 'Харьковская']
['Корсунь-Шевченковский', 'Черкасская']
['Кортелесы', 'Волынская']
['Корчин', 'Львовская']
['Корытное', 'Черновицкая']
['Корюковка', 'Черниговская']
['Космач', 'Ивано-Франковская']
['Косов', 'Ивано-Франковская']
['Косовская Поляна', 'Закарпатская']
['Костичаны', 'Черновицкая']
['Костополь', 'Ровенская']
['Кострижевка', 'Черновицкая']
['Коськов', 'Хмельницкая']
['Котелево', 'Черновицкая']
['Котельва', 'Полтавская']
['Котовка', 'Днепропетровская']
['Коцюбинское', 'Киевская']
['Коцюбинцы', 'Тернопольская']
['Кочеток', 'Харьковская']
['Кошелево', 'Закарпатская']
['Крайниково', 'Закарпатская']
['Краковец', 'Львовская']
['Краматорск', 'Донецкая']
['Красилов', 'Хмельницкая']
['Красиловка', 'Киевская']
['Красная Поляна', 'Донецкая']
['Красная Таловка', 'Луганская']
['Красноармейск', 'Донецкая']
['Красноград', 'Харьковская']
['Красное', 'Львовская']
['Красное', 'Херсонская']
['Красноильск', 'Черновицкая']
['Краснокутск', 'Харьковская']
['Краснопавловка', 'Харьковская']
['Краснополь', 'Житомирская']
['Краснополье', 'Сумская']
['Краснореченское', 'Луганская']
['Красный Колядин', 'Черниговская']
['Красный Лиман', 'Донецкая']
['Красовское', 'Днепропетровская']
['Красятичи', 'Киевская']
['Кременец', 'Тернопольская']
['Кременная', 'Луганская']
['Кременная', 'Хмельницкая']
['Кременчуг', 'Полтавская']
['Крестителево', 'Черкасская']
['Крестовка', 'Херсонская']
['Кривая Руда', 'Полтавская']
['Кривое Озеро', 'Николаевская']
['Кривой Рог', 'Днепропетровская']
['Кривые Колена', 'Черкасская']
['Кринички', 'Днепропетровская']
['Криничное', 'Одесская']
['Криховцы', 'Ивано-Франковская']
['Кричево', 'Закарпатская']
['Кричильск', 'Ровенская']
['Кролевец', 'Сумская']
['Кропивницкий', 'Кировоградская']
['Круподеринцы', 'Полтавская']
['Крутояровка', 'Одесская']
['Крыжановка', 'Одесская']
['Крыжополь', 'Винницкая']
['Крымно', 'Волынская']
['Крюковщина', 'Киевская']
['Кубей', 'Одесская']
['Кугаевцы', 'Хмельницкая']
['Куземин', 'Сумская']
['Кузьмин', 'Хмельницкая']
['Кузьмина Гребля', 'Черкасская']
['Кулевча', 'Одесская']
['Куликов', 'Львовская']
['Куликовка', 'Черниговская']
['Купянск', 'Харьковская']
['Купянск-Узловой', 'Харьковская']
['Кураховка', 'Донецкая']
['Курахово', 'Донецкая']
['Курортное', 'Одесская']
['Кустолово-Суходолка', 'Полтавская']
['Кутище', 'Ивано-Франковская']
['Куты', 'Ивано-Франковская']
['Кухари', 'Киевская']
['Кухотская Воля', 'Ровенская']
['Кухче', 'Ровенская']
['Куцеволовка', 'Кировоградская']
['Кучаков', 'Киевская']
['Кучурган', 'Одесская']
['Кушница', 'Закарпатская']
['Кушугум', 'Запорожская']
['Куяновка', 'Сумская']
['Ладан', 'Черниговская']
['Ладыжин', 'Винницкая']
['Лазещина', 'Закарпатская']
['Лазорки', 'Полтавская']
['Лазурное', 'Херсонская']
['Лазы', 'Закарпатская']
['Ланна', 'Полтавская']
['Лановцы', 'Тернопольская']
['Ланчин', 'Ивано-Франковская']
['Лапаевка', 'Львовская']
['Ларжанка', 'Одесская']
['Ласковцы', 'Тернопольская']
['Латовка (Котовка)', 'Одесская']
['Лебедин', 'Сумская']
['Лебедин', 'Черкасская']
['Лебяжье', 'Харьковская']
['Левков', 'Житомирская']
['Лемешевка', 'Винницкая']
['Ленковцы', 'Хмельницкая']
['Лепетиха', 'Николаевская']
['Лепляво', 'Черкасская']
['Лесоводы', 'Хмельницкая']
['Леськи', 'Черкасская']
['Летичев', 'Хмельницкая']
['Лешнев', 'Львовская']
['Лещиновка', 'Черкасская']
['Лиговка', 'Харьковская']
['Лиман', 'Одесская']
['Лиман', 'Харьковская']
['Лиманка', 'Одесская']
['Лиманское', 'Одесская']
['Линовица', 'Черниговская']
['Липецкая Поляна', 'Закарпатская']
['Липины', 'Волынская']
['Липно', 'Житомирская']
['Липняжка', 'Кировоградская']
['Липовая Долина', 'Сумская']
['Липовец', 'Винницкая']
['Липцы', 'Харьковская']
['Липча', 'Закарпатская']
['Липянка', 'Полтавская']
['Лисец', 'Ивано-Франковская']
['Лисичанск', 'Луганская']
['Литвиновка', 'Киевская']
['Литин', 'Винницкая']
['Лиховка', 'Днепропетровская']
['Лозно-Александровка', 'Луганская']
['Лозоватая', 'Кировоградская']
['Лозоватка', 'Днепропетровская']
['Лозовая', 'Харьковская']
['Лозовое', 'Хмельницкая']
['Локачи', 'Волынская']
['Ломачинцы', 'Черновицкая']
['Лопатин', 'Львовская']
['Лопухов', 'Закарпатская']
['Лосиновка', 'Черниговская']
['Лосятин', 'Киевская']
['Лохвица', 'Полтавская']
['Лоцкино', 'Николаевская']
['Лубны', 'Полтавская']
['Лубянка', 'Днепропетровская']
['Лубянка', 'Киевская']
['Лугины', 'Житомирская']
['Лужаны', 'Черновицкая']
['Лука', 'Киевская']
['Лука', 'Полтавская']
['Лукавцы', 'Черновицкая']
['Лукаши', 'Киевская']
['Луков', 'Волынская']
['Лутовиновка', 'Полтавская']
['Луцк', 'Волынская']
['Львов', 'Львовская']
['Лысовка', 'Полтавская']
['Лысянка', 'Черкасская']
['Лычанка', 'Киевская']
['Лычково', 'Днепропетровская']
['Лыще', 'Волынская']
['Любар', 'Житомирская']
['Любарцы', 'Киевская']
['Любашевка', 'Одесская']
['Любеч', 'Черниговская']
['Любешов', 'Волынская']
['Любиковичи', 'Ровенская']
['Любимовка', 'Херсонская']
['Люблинец', 'Волынская']
['Любомль', 'Волынская']
['Люботин', 'Харьковская']
['Любохины', 'Волынская']
['Лютеж', 'Киевская']
['Лящовка', 'Черкасская']
['Магдалиновка', 'Днепропетровская']
['Майданецкое', 'Черкасская']
['Майское', 'Днепропетровская']
['Макаров', 'Киевская']
['Маков', 'Хмельницкая']
['Макошино', 'Черниговская']
['Максимильяновка', 'Донецкая']
['Максимовка', 'Полтавская']
['Малашевцы', 'Тернопольская']
['Малая Виска', 'Кировоградская']
['Малая Глумча', 'Житомирская']
['Малая Даниловка', 'Харьковская']
['Малая Девица', 'Черниговская']
['Малая Добронь', 'Закарпатская']
['Малая Зубовщина', 'Житомирская']
['Малая Михайловка (Белорецкое)', 'Запорожская']
['Малая Павловка', 'Сумская']
['Малая Перещепина', 'Полтавская']
['Малиевка', 'Николаевская']
['Малин', 'Житомирская']
['Малиновка', 'Харьковская']
['Маломихайловка', 'Днепропетровская']
['Малый Березный', 'Закарпатская']
['Мамаевцы', 'Черновицкая']
['Мамалыга', 'Черновицкая']
['Мангуш', 'Донецкая']
['Маневичи', 'Волынская']
['Манжелия', 'Полтавская']
['Манжосовка', 'Черниговская']
['Маньковка', 'Винницкая']
['Маньковка', 'Черкасская']
['Маразлиевка', 'Одесская']
['Марганец', 'Днепропетровская']
['Мариуполь', 'Донецкая']
['Марковка', 'Луганская']
['Мартыновка (Халтурино)', 'Полтавская']
['Мартыновское', 'Николаевская']
['Марьяновка', 'Волынская']
['Марьяновка', 'Житомирская']
['Марьяновка', 'Киевская']
['Марьяновка', 'Кировоградская']
['Матвеевка', 'Запорожская']
['Матусов', 'Черкасская']
['Махновка', 'Винницкая']
['Мачехи (Мачухи)', 'Полтавская']
['Машевка', 'Полтавская']
['Маяки', 'Одесская']
['Медведевка', 'Черкасская']
['Медвин', 'Киевская']
['Меденичи', 'Львовская']
['Межгорье', 'Закарпатская']
['Межевая', 'Днепропетровская']
['Межирич', 'Днепропетровская']
['Межирич', 'Черкасская']
['Мезеновка', 'Сумская']
['Мелени', 'Житомирская']
['Мелехи', 'Полтавская']
['Мелиоративное', 'Днепропетровская']
['Мелитополь', 'Запорожская']
['Меловатка', 'Луганская']
['Меловое', 'Луганская']
['Мельники', 'Черкасская']
['Мельница-Подольская', 'Тернопольская']
['Мена', 'Черниговская']
['Менчикуры', 'Запорожская']
['Мерефа', 'Харьковская']
['Мешково-Погорелово', 'Николаевская']
['Мигово', 'Черновицкая']
['Мизоч', 'Ровенская']
['Мизяковские Хутора', 'Винницкая']
['Микулинцы', 'Тернопольская']
['Микуличи', 'Киевская']
['Микуличин', 'Ивано-Франковская']
['Мила', 'Киевская']
['Милорадово', 'Полтавская']
['Миляч', 'Ровенская']
['Минай', 'Закарпатская']
['Минькивци', 'Хмельницкая']
['Миргород', 'Полтавская']
['Мирноград ', 'Донецкая']
['Мирное', 'Запорожская']
['Мирное', 'Киевская']
['Мирное', 'Луганская']
['Мирное', 'Одесская']
['Мирное', 'Херсонская']
['Мировое', 'Днепропетровская']
['Мирогоща Первая', 'Ровенская']
['Мироновка', 'Киевская']
['Мирополь', 'Житомирская']
['Мирополье', 'Сумская']
['Михайловка', 'Днепропетровская']
['Михайловка', 'Запорожская']
['Михайловка', 'Николаевская']
['Михайловка', 'Херсонская']
['Михайловка', 'Хмельницкая']
['Михайловка', 'Черкасская']
['Михайловка-Рубежовка', 'Киевская']
['Михайло-Коцюбинское', 'Черниговская']
['Михайло-Лукашово', 'Запорожская']
['Михайлючка', 'Хмельницкая']
['Михнов', 'Хмельницкая']
['Мицивци', 'Хмельницкая']
['Млиев', 'Черкасская']
['Млинов', 'Ровенская']
['Млынок', 'Кировоградская']
['Могилев', 'Днепропетровская']
['Могилев-Подольский', 'Винницкая']
['Молодежное', 'Кировоградская']
['Молодецкое', 'Черкасская']
['Молодия', 'Черновицкая']
['Молочанск', 'Запорожская']
['Монастыриска', 'Тернопольская']
['Монастырище', 'Черкасская']
['Моринцы', 'Черкасская']
['Моршин', 'Львовская']
['Мостиска', 'Львовская']
['Мостки', 'Луганская']
['Мостовое', 'Николаевская']
['Мошны', 'Черкасская']
['Музычи', 'Киевская']
['Мукачево', 'Закарпатская']
['Мурафа', 'Харьковская']
['Мураховка', 'Николаевская']
['Мурованые Куриловцы', 'Винницкая']
['Мякоты', 'Хмельницкая']
['Набутов', 'Черкасская']
['Нагачев', 'Львовская']
['Нагорное', 'Одесская']
['Нагорянка', 'Тернопольская']
['Нагуевичи', 'Львовская']
['Надбугское', 'Николаевская']
['Надворная', 'Ивано-Франковская']
['Надежда', 'Одесская']
['Надлак', 'Кировоградская']
['Наркевичи', 'Хмельницкая']
['Народичи', 'Житомирская']
['Настасов', 'Тернопольская']
['Насташка', 'Киевская']
['Небылов', 'Ивано-Франковская']
['Недогарки', 'Полтавская']
['Недригайлов', 'Сумская']
['Нежин', 'Черниговская']
['Немешаево', 'Киевская']
['Немиров', 'Винницкая']
['Немиров', 'Львовская']
['Неполоковцы', 'Черновицкая']
['Нересница', 'Закарпатская']
['Нерубайка', 'Кировоградская']
['Нерубайское', 'Одесская']
['Нерушай', 'Одесская']
['Несвоя', 'Черновицкая']
['Нетишин', 'Хмельницкая']
['Нехвороща', 'Полтавская']
['Нещеретово', 'Луганская']
['Нива Трудовая', 'Днепропетровская']
['Нижанковичи', 'Львовская']
['Нижнев', 'Ивано-Франковская']
['Нижнее Селище', 'Закарпатская']
['Нижние Серогозы', 'Херсонская']
['Нижняя Апша', 'Закарпатская']
['Нижняя Сыроватка', 'Сумская']
['Низы', 'Сумская']
['Николаев', 'Львовская']
['Николаев', 'Николаевская']
['Николаевка', 'Днепропетровская']
['Николаевка', 'Житомирская']
['Николаевка', 'Одесская']
['Николаевка', 'Сумская']
['Николай-Поле', 'Запорожская']
['Николо-Камышеватая', 'Харьковская']
['Никольское', 'Донецкая']
['Никольское', 'Херсонская']
['Никольское (Володарское)', 'Донецкая']
['Никополь', 'Днепропетровская']
['Новая Александровка', 'Киевская']
['Новая Астрахань', 'Луганская']
['Новая Боровая', 'Житомирская']
['Новая Водолага', 'Харьковская']
['Новая Дмитровка', 'Черкасская']
['Новая Долина', 'Одесская']
['Новая Збурьевка', 'Херсонская']
['Новая Каховка', 'Херсонская']
['Новая Маячка', 'Херсонская']
['Новая Одесса', 'Николаевская']
['Новая Прага', 'Кировоградская']
['Новая Синявка', 'Хмельницкая']
['Новая Слобода', 'Сумская']
['Новая Ушица', 'Хмельницкая']
['Новая Чертория', 'Житомирская']
['Новгородка', 'Кировоградская']
['Новгород-Северский', 'Черниговская']
['Новгородское', 'Донецкая']
['Новоайдар', 'Луганская']
['Новоалександровка', 'Днепропетровская']
['Новоалександровка', 'Херсонская']
['Новоалексеевка', 'Херсонская']
['Новоархангельск', 'Кировоградская']
['Новобогдановка', 'Запорожская']
['Нововасильевка', 'Запорожская']
['Нововолынск', 'Волынская']
['Нововоронцовка', 'Херсонская']
['Нововязовское', 'Днепропетровская']
['Новоград-Волынский', 'Житомирская']
['Новогродовка', 'Донецкая']
['Новогуйвинское', 'Житомирская']
['Новоднепровка', 'Запорожская']
['Новоднестровск', 'Черновицкая']
['Новодонецкое', 'Донецкая']
['Новодружеск', 'Луганская']
['Новое', 'Кировоградская']
['Новое Давыдково', 'Закарпатская']
['Новое Мисто', 'Черкасская']
['Новое Село', 'Закарпатская']
['Новое Село', 'Тернопольская']
['Новоивницкое', 'Житомирская']
['Новокиевка', 'Херсонская']
['Новоконстантиновка', 'Запорожская']
['Новолабунь', 'Хмельницкая']
['Новолимаревка', 'Луганская']
['Новомайское', 'Днепропетровская']
['Новомиргород', 'Кировоградская']
['Новомосковск', 'Днепропетровская']
['Новониколаевка', 'Днепропетровская']
['Новониколаевка', 'Запорожская']
['Новониколаевка', 'Херсонская']
['Новоолександровка', 'Луганская']
['Новоореховка', 'Полтавская']
['Новооржицкое', 'Полтавская']
['Новопавловка', 'Днепропетровская']
['Новопавловка', 'Николаевская']
['Новопавловка (Партизаны)', 'Запорожская']
['Новопетровка', 'Днепропетровская']
['Новопокровка', 'Днепропетровская']
['Новопокровка', 'Харьковская']
['Новопсков', 'Луганская']
['Новоселица', 'Закарпатская']
['Новоселица', 'Хмельницкая']
['Новоселица', 'Черновицкая']
['Новоселки', 'Киевская']
['Новоселовка', 'Харьковская']
['Новоселовка', 'Черниговская']
['Новосельское', 'Одесская']
['Новософиевка', 'Херсонская']
['Новоставцы', 'Хмельницкая']
['Новострельцовка', 'Луганская']
['Новотроицкое', 'Донецкая']
['Новотроицкое', 'Херсонская']
['Новоукраинка', 'Донецкая']
['Новоукраинка', 'Запорожская']
['Новоукраинка', 'Кировоградская']
['Новофедоровка', 'Николаевская']
['Новоэкономическое', 'Донецкая']
['Новояворовск', 'Львовская']
['Новые Белокоровичи', 'Житомирская']
['Новые Веледники', 'Житомирская']
['Новые Петровцы', 'Киевская']
['Новые Санжары', 'Полтавская']
['Новые Трояны', 'Одесская']
['Новый Белоус', 'Черниговская']
['Новый Буг', 'Николаевская']
['Новый Витков', 'Львовская']
['Новый Роздол', 'Львовская']
['Новый Стародуб', 'Кировоградская']
['Новый Шлях', 'Днепропетровская']
['Новый Ярычев', 'Львовская']
['Норинск', 'Житомирская']
['Носовка', 'Черниговская']
['Обертин', 'Ивано-Франковская']
['Ободовка', 'Винницкая']
['Оболонь', 'Полтавская']
['Оброшино', 'Львовская']
['Обухов', 'Киевская']
['Обуховичи', 'Киевская']
['Обуховка (Кировское) (Кировско', 'Днепропетровская']
['Овидиополь', 'Одесская']
['Овруч', 'Житомирская']
['Одесса', 'Одесская']
['Оженин', 'Ровенская']
['Озерная', 'Киевская']
['Озерная', 'Тернопольская']
['Озерное', 'Житомирская']
['Озерное', 'Одесская']
['Озеряны', 'Тернопольская']
['Озеряны', 'Черниговская']
['Окнина', 'Кировоградская']
['Окно', 'Черновицкая']
['Окны (Красные Окны)', 'Одесская']
['Олевск', 'Житомирская']
['Олеско', 'Львовская']
['Олеша', 'Ивано-Франковская']
['Олешник', 'Закарпатская']
['Олишевка', 'Черниговская']
['Ольгинка', 'Донецкая']
['Ольгополь', 'Винницкая']
['Ольховатка', 'Харьковская']
['Ольховец', 'Хмельницкая']
['Ольховец', 'Черкасская']
['Ольховка', 'Закарпатская']
['Ольховка', 'Харьковская']
['Ольховцы', 'Закарпатская']
['Ольшана', 'Черкасская']
['Ольшанка', 'Кировоградская']
['Ольшанское', 'Николаевская']
['Ольшаны', 'Харьковская']
['Олыка', 'Волынская']
['Омельник', 'Полтавская']
['Онок', 'Закарпатская']
['Оноковцы', 'Закарпатская']
['Онуфриевка', 'Кировоградская']
['Опошня', 'Полтавская']
['Оратов', 'Винницкая']
['Орелька', 'Харьковская']
['Орепы', 'Житомирская']
['Орехов', 'Запорожская']
['Оржев', 'Ровенская']
['Оржица', 'Полтавская']
['Оринин', 'Хмельницкая']
['Орлик', 'Полтавская']
['Орловец', 'Черкасская']
['Орловка', 'Ровенская']
['Орловка', 'Черниговская']
['Орлянское', 'Запорожская']
['Оскол (Червоный Оскол)', 'Харьковская']
['Осламов', 'Хмельницкая']
['Осовцы', 'Тернопольская']
['Осокоровка', 'Херсонская']
['Остапье', 'Полтавская']
['Остер', 'Черниговская']
['Острог', 'Ровенская']
['Острожец', 'Ровенская']
['Отрадное', 'Запорожская']
['Отрадовка', 'Донецкая']
['Отрадовка', 'Херсонская']
['Отыния', 'Ивано-Франковская']
['Охримовка', 'Запорожская']
['Очаков', 'Николаевская']
['Очеретино', 'Донецкая']
['Павловка', 'Винницкая']
['Павловка', 'Волынская']
['Павлоград', 'Днепропетровская']
['Павлыш', 'Кировоградская']
['Паволочь', 'Житомирская']
['Паляница', 'Ивано-Франковская']
['Пантаевка', 'Кировоградская']
['Панчево', 'Кировоградская']
['Панютино', 'Харьковская']
['Парутино', 'Николаевская']
['Пархомовка', 'Харьковская']
['Пасечная', 'Хмельницкая']
['Первомайск', 'Николаевская']
['Первомайский', 'Харьковская']
['Первомайское', 'Днепропетровская']
['Первомайское', 'Николаевская']
['Переволока', 'Тернопольская']
['Перегинское', 'Ивано-Франковская']
['Перегоновка', 'Кировоградская']
['Перемышляны', 'Львовская']
['Пересадовка', 'Николаевская']
['Пересечное (Пересечная)', 'Харьковская']
['Перечин', 'Закарпатская']
['Перещепино', 'Днепропетровская']
['Переяслав-Хмельницкий', 'Киевская']
['Перчуново', 'Кировоградская']
['Першотравенск', 'Днепропетровская']
['Першотравенск', 'Житомирская']
['Першотравневое', 'Житомирская']
['Першотравневое', 'Одесская']
['Першотравневый', 'Харьковская']
['Пески', 'Луганская']
['Пески', 'Полтавская']
['Пески-Радьковские', 'Харьковская']
['Песковка', 'Киевская']
['Песочин', 'Харьковская']
['Песчанка', 'Винницкая']
['Песчанка', 'Днепропетровская']
['Песчаное', 'Полтавская']
['Песчаное', 'Черкасская']
['Песчаный Брод', 'Кировоградская']
['Петриковка', 'Днепропетровская']
['Петроверовка', 'Одесская']
['Петровка', 'Одесская']
['Петровка', 'Полтавская']
['Петровка', 'Херсонская']
['Петровка-Роменская', 'Полтавская']
['Петрово', 'Кировоградская']
['Петродолинское', 'Одесская']
['Петро-Михайловка', 'Запорожская']
['Петропавловка', 'Днепропетровская']
['Петропавловка', 'Луганская']
['Петропавловка', 'Одесская']
['Петропавловская Борщаговка', 'Киевская']
['Печановка', 'Житомирская']
['Печенеги', 'Харьковская']
['Печера', 'Винницкая']
['Пивденное', 'Харьковская']
['Пийтерфолво', 'Закарпатская']
['Пилипец', 'Закарпатская']
['Пилиповичи', 'Житомирская']
['Пилява', 'Хмельницкая']
['Пирново', 'Киевская']
['Пироговцы', 'Хмельницкая']
['Пирятин', 'Полтавская']
['Писаревка', 'Винницкая']
['Пища', 'Волынская']
['Пищов', 'Житомирская']
['Плахтиевка', 'Одесская']
['Плесецкое', 'Киевская']
['Плетеный Ташлык', 'Кировоградская']
['Плиски', 'Черниговская']
['Плисков', 'Винницкая']
['Плодородное', 'Запорожская']
['Плотыча', 'Тернопольская']
['Плужное', 'Хмельницкая']
['Пнев', 'Ивано-Франковская']
['Пневно', 'Волынская']
['Побережье', 'Ивано-Франковская']
['Побугское', 'Кировоградская']
['Поворск', 'Волынская']
['Погребище', 'Винницкая']
['Погребы', 'Киевская']
['Подбуж', 'Львовская']
['Подволочиск', 'Тернопольская']
['Подворное', 'Черновицкая']
['Подвысокое', 'Кировоградская']
['Подгайцы', 'Волынская']
['Подгайцы', 'Тернопольская']
['Подгородная', 'Николаевская']
['Подгородное', 'Днепропетровская']
['Подкамень', 'Львовская']
['Подлуби', 'Житомирская']
['Подольск', 'Одесская']
['Подорожное', 'Кировоградская']
['Покотиловка', 'Харьковская']
['Покотилово', 'Кировоградская']
['Покров (Орджоникидзе)', 'Днепропетровская']
['Покровск', 'Донецкая']
['Покровское', 'Днепропетровская']
['Покровское', 'Луганская']
['Покровское', 'Полтавская']
['Пологи', 'Запорожская']
['Полонное', 'Хмельницкая']
['Полтава', 'Полтавская']
['Поляна', 'Закарпатская']
['Полянка', 'Житомирская']
['Поляхово', 'Хмельницкая']
['Поморяны', 'Львовская']
['Помошная', 'Кировоградская']
['Понинка', 'Хмельницкая']
['Понорница', 'Черниговская']
['Попасная', 'Луганская']
['Попасное', 'Днепропетровская']
['Попельня', 'Житомирская']
['Поповка', 'Полтавская']
['Поповка', 'Черкасская']
['Посад-Покровское', 'Херсонская']
['Потелич', 'Львовская']
['Потиевка', 'Житомирская']
['Почаев', 'Тернопольская']
['Почуйки', 'Житомирская']
['Преображенка', 'Днепропетровская']
['Преображенка', 'Херсонская']
['Приазовское', 'Запорожская']
['Приборжавское', 'Закарпатская']
['Приветное', 'Волынская']
['Приволье', 'Луганская']
['Привольное', 'Днепропетровская']
['Приколотное', 'Харьковская']
['Прилесное', 'Волынская']
['Прилиманское', 'Одесская']
['Прилуки', 'Черниговская']
['Прилукское', 'Волынская']
['Приморск', 'Запорожская']
['Приморский Посад', 'Запорожская']
['Приморское', 'Одесская']
['Приморское (Большевик)', 'Херсонская']
['Пришиб', 'Запорожская']
['Приютовка', 'Кировоградская']
['Прокурава', 'Ивано-Франковская']
['Пролиски', 'Киевская']
['Пронозовка', 'Полтавская']
['Просяная', 'Днепропетровская']
['Прохоровка', 'Черкасская']
['Процев', 'Киевская']
['Пулины', 'Житомирская']
['Пултовцы', 'Винницкая']
['Пустомыты', 'Львовская']
['Путивль', 'Сумская']
['Путила', 'Черновицкая']
['Пышненки', 'Полтавская']
['Пятигоры', 'Киевская']
['Пятихатки', 'Днепропетровская']
['Пятка', 'Житомирская']
['Рава-Русская', 'Львовская']
['Раденск', 'Херсонская']
['Радехов', 'Львовская']
['Радивилов', 'Ровенская']
['Радивоновка', 'Полтавская']
['Радовка', 'Винницкая']
['Радомышль', 'Житомирская']
['Радостное', 'Одесская']
['Радушное', 'Днепропетровская']
['Раздельная', 'Одесская']
['Раздольное', 'Херсонская']
['Раздоры', 'Днепропетровская']
['Райгородок', 'Донецкая']
['Ракита', 'Полтавская']
['Ракитное', 'Киевская']
['Раков Лес', 'Волынская']
['Ракошино', 'Закарпатская']
['Ралевка', 'Львовская']
['Рассошенцы', 'Полтавская']
['Ратно', 'Волынская']
['Рауховка', 'Одесская']
['Рафаловка', 'Ровенская']
['Рахны-Лесовые', 'Винницкая']
['Рахов', 'Закарпатская']
['Рацево', 'Черкасская']
['Рашевка', 'Полтавская']
['Ременов', 'Львовская']
['Рени', 'Одесская']
['Репки', 'Черниговская']
['Речки', 'Сумская']
['Решетиловка', 'Полтавская']
['Ржищев', 'Киевская']
['Ровно', 'Ровенская']
['Ровное', 'Кировоградская']
['Ровное', 'Херсонская']
['Ровнополь', 'Донецкая']
['Рогань', 'Харьковская']
['Рогатин', 'Ивано-Франковская']
['Рогачов', 'Житомирская']
['Рогозов', 'Киевская']
['Родинское', 'Донецкая']
['Рожище', 'Волынская']
['Рожны', 'Киевская']
['Рожнятов', 'Ивано-Франковская']
['Розбишевка', 'Полтавская']
['Розважев', 'Киевская']
['Розквит', 'Одесская']
['Розовка', 'Запорожская']
['Рокини', 'Волынская']
['Рокитное', 'Ровенская']
['Рокосово', 'Закарпатская']
['Романковцы', 'Черновицкая']
['Романов', 'Житомирская']
['Романовка', 'Житомирская']
['Романово Село', 'Тернопольская']
['Ромны', 'Сумская']
['Ромодан', 'Полтавская']
['Росильна', 'Ивано-Франковская']
['Росохач', 'Тернопольская']
['Ростоки', 'Черновицкая']
['Ротмистровка', 'Черкасская']
['Рубановка', 'Херсонская']
['Рубежное', 'Луганская']
['Руденковка', 'Полтавская']
['Рудки', 'Львовская']
['Рудники', 'Львовская']
['Рудничное', 'Днепропетровская']
['Рудно', 'Львовская']
['Ружин', 'Житомирская']
['Ружичанка', 'Хмельницкая']
['Русанов', 'Киевская']
['Русская Лозовая', 'Харьковская']
['Русская Поляна', 'Черкасская']
['Русскоивановка', 'Одесская']
['Рыбаковка', 'Николаевская']
['Рыбянцево', 'Луганская']
['Рыково', 'Херсонская']
['Рымаровка', 'Полтавская']
['Рыхальское', 'Житомирская']
['Рыхта', 'Хмельницкая']
['Рясное', 'Сумская']
['Ряснополь', 'Одесская']
['Рясское', 'Полтавская']
['Сабатиновка', 'Кировоградская']
['Савинцы', 'Харьковская']
['Саврань', 'Одесская']
['Сагайдак', 'Полтавская']
['Сагуновка', 'Черкасская']
['Саджава', 'Ивано-Франковская']
['Садовое', 'Херсонская']
['Саксагань', 'Днепропетровская']
['Саливонки', 'Киевская']
['Сальково', 'Кировоградская']
['Самары', 'Волынская']
['Самбор', 'Львовская']
['Самгородок', 'Винницкая']
['Самгородок', 'Киевская']
['Самойловка', 'Харьковская']
['Самчики', 'Хмельницкая']
['Санжейка', 'Одесская']
['Сарата', 'Одесская']
['Сарны', 'Ровенская']
['Сары', 'Полтавская']
['Сатанов', 'Хмельницкая']
['Сатановка', 'Черкасская']
['Сатыев', 'Ровенская']
['Сахновщина', 'Харьковская']
['Свалява', 'Закарпатская']
['Сварычев', 'Ивано-Франковская']
['Сватово', 'Луганская']
['Свесса', 'Сумская']
['Светловодск', 'Кировоградская']
['Светлогорское', 'Полтавская']
['Свидовок', 'Черкасская']
['Свитязь', 'Волынская']
['Святец', 'Хмельницкая']
['Святиловка', 'Полтавская']
['Святовасильевка (Елизарово)', 'Днепропетровская']
['Святогорск', 'Донецкая']
['Святопетровское', 'Киевская']
['Северодонецк', 'Луганская']
['Северск', 'Донецкая']
['Седнев', 'Черниговская']
['Селидово', 'Донецкая']
['Селище', 'Черкасская']
['Семеновка', 'Запорожская']
['Семеновка', 'Николаевская']
['Семеновка', 'Полтавская']
['Семеновка', 'Черниговская']
['Сенкевичевка', 'Волынская']
['Сенча', 'Полтавская']
['Сеньковка', 'Киевская']
['Сергеевка', 'Донецкая']
['Сергеевка', 'Одесская']
